arm_id,source_commit,queue_size,tenant_count,distribution,worker_concurrency,claim_batch_size,sample_jobs,background_queue_jobs,claim_calls,successful_claim_calls,empty_claims,empty_while_eligible,contention_retries,contention_retry_per_success,max_retry_exits,waiting_fallbacks,tenant_turn_reserved,tenant_turn_without_job,reservation_miss_rate,claim_latency_p50_ms,claim_latency_p95_ms,claim_latency_p99_ms,reservation_latency_p50_ms,reservation_latency_p95_ms,reservation_latency_p99_ms,job_claim_latency_p50_ms,job_claim_latency_p95_ms,job_claim_latency_p99_ms,queue_wait_p50_ms,queue_wait_p95_ms,result_commit_latency_p50_ms,result_commit_latency_p95_ms,result_commit_latency_p99_ms,end_to_end_seconds,jobs_per_second,fair_explain_median_ms,legacy_fifo_explain_median_ms,fair_vs_legacy_latency_ratio,worker_process_cpu_percent,worker_process_rss_bytes_peak,postgres_connections_peak,postgres_lock_waiting_connections_peak,submitted_count,unique_job_count,terminal_count,lost_count,duplicate_durable_result_count,stale_success_accepted_count,stale_failure_accepted_count,illegal_state_transition_count,orphan_nonterminal_count,attempt_sequence_mismatch_count,fair_first_secondary_tenant_position,legacy_fifo_first_secondary_tenant_position,stale_evidence_scope,stale_evidence_source_commit,scheduler_coordination_wait_ms_count,scheduler_coordination_wait_ms_sum,scheduler_coordination_wait_ms_p50,scheduler_coordination_wait_ms_p95,scheduler_coordination_wait_ms_p99,tenant_permit_wait_ms_count,tenant_permit_wait_ms_sum,tenant_permit_wait_ms_p50,tenant_permit_wait_ms_p95,tenant_permit_wait_ms_p99,job_row_wait_ms_count,job_row_wait_ms_sum,job_row_wait_ms_p50,job_row_wait_ms_p95,job_row_wait_ms_p99,durable_sequence_wait_ms_count,durable_sequence_wait_ms_sum,durable_sequence_wait_ms_p50,durable_sequence_wait_ms_p95,durable_sequence_wait_ms_p99,transaction_commit_ms_count,transaction_commit_ms_sum,transaction_commit_ms_p50,transaction_commit_ms_p95,transaction_commit_ms_p99,claim_total_ms_count,claim_total_ms_sum,claim_total_ms_p50,claim_total_ms_p95,claim_total_ms_p99,generation_advance_count,job_skip_locked_miss_count,permit_consumed_count,permit_empty_count,permit_pending_count,round_created_count,performance_attribution_enabled
fair-q1000-single_tenant-w1-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,1,single_tenant,1,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,20.307435500001247,26.531049299994432,66.07894580000324,10.323597499997561,14.087589450002723,17.74234087000538,9.83686049999477,14.408357050003673,26.992457620005155,3601941.489,3603357.3464,10.148358499996846,14.703111249993126,16.533796980000254,3.375501712000002,29.62522567963667,4.6145,3.0244999999999997,1.525706728384857,60.12007432215454,101126144,2,0,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-single_tenant-w2-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,1,single_tenant,2,1,100,900,100,100,0,0,106,1.06,0,94,100,0,0.0,41.19559949999996,57.51138639999595,75.5697297299935,8.245719000001372,17.23521624999691,40.16974045000827,6.7071994999921,19.563626750002783,25.042635100007246,3601693.9325,3603070.32835,16.664204500003166,24.094783300002113,32.51348489999973,3.107482023000003,32.18039533611162,2.9555,2.243,1.3176549264378066,83.12086228921677,102014976,3,0,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-single_tenant-w4-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,1,single_tenant,4,1,100,900,100,100,0,0,258,2.58,0,170,100,0,0.0,112.49635249999557,231.6456486999967,318.54967266000415,14.36173700000154,23.24405674999923,42.60087691999992,11.237372000003631,24.358154350007762,29.730451220005712,3602182.9005000005,3603682.2352,22.578635999998653,29.219454899994446,33.998729749995604,3.7013977590000025,27.01682080961133,3.6145,2.845,1.2704745166959577,90.97461168047347,102838272,5,2,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-single_tenant-w8-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,1,single_tenant,8,1,100,900,100,100,0,0,584,5.84,0,330,100,0,0.0,288.3063489999955,824.6836590499967,1409.8200895400098,20.91626750000586,31.599997249995944,93.6415707199991,13.887815000003911,35.74699215000692,41.08214979000618,3603051.111,3605161.2953500003,32.687051999999994,43.53449485000169,80.66935932999914,5.225575239999998,19.136649154821097,3.282,2.1325000000000003,1.5390386869871042,95.63286596175774,103399424,9,5,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-balanced_multi_tenant-w1-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,4,balanced_multi_tenant,1,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,13.909379499999375,23.901452699995925,28.53501312000893,2.4824855000034063,12.896171950003321,13.641256699997378,10.588888999997437,15.287023150002453,20.797633230003377,3601583.8219999997,3602766.12725,9.72721250000319,15.142897650011376,17.228131389993568,2.7648071939999994,36.16888737016214,4.0365,3.1165000000000003,1.2952029520295203,62.1070099834238,103378944,2,0,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-balanced_multi_tenant-w2-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,4,balanced_multi_tenant,2,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,24.774179499999605,35.67132344999492,76.48794021000391,7.753495000002886,16.837661049993354,47.175050500005,15.906295500002443,22.590549649995495,29.297652039994134,3601234.2205,3602140.58305,14.741234499993539,21.40902350000289,23.289770330003567,2.094864221999998,47.735790677893434,4.2615,3.143,1.35587018771874,84.67688532607926,103391232,3,1,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-balanced_multi_tenant-w4-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,4,balanced_multi_tenant,4,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,43.19375749999921,88.3987668999893,201.13380405000092,15.103211000003114,23.941118350002448,99.389236430001,28.340068999995083,72.20222569998924,99.91973640000042,3601219.6625000006,3601986.0894,26.121797999998364,33.58556295000099,72.70206898000512,1.9779841659999988,50.55652199796227,4.3395,3.1695,1.3691433980123047,91.72653250652974,103772160,5,2,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-balanced_multi_tenant-w8-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,4,balanced_multi_tenant,8,1,100,900,100,100,0,0,92,0.92,0,57,100,0,0.0,117.7213314999932,410.19511389999496,517.0349574100012,24.8924240000008,67.38609149999328,165.57665843000026,37.36182749999983,75.85733400000548,168.58747003999557,3601552.403,3602630.5383499996,41.633820999997795,63.005929000005516,83.05059234999534,2.614168178,38.253085949698225,5.8725000000000005,3.621,1.6217895608947805,90.37739571933537,103813120,9,4,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-skew_20_to_1-w1-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,2,skew_20_to_1,1,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,21.984198000005506,28.764164449999896,31.993911429990536,9.517283000000987,14.481421950005569,17.319075439995544,12.492207000001088,16.955560549990878,19.04866356000401,3600328.798,3603133.9857,10.718132000000935,14.739545650004969,17.297488169999163,3.222611255000004,31.030736284075903,4.7295,2.574,1.8374125874125875,61.34564300713329,103784448,2,0,100,100,100,0,0,0,0,0,0,0,2,953,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-skew_20_to_1-w2-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,2,skew_20_to_1,2,1,100,900,100,100,0,0,6,0.06,0,3,100,0,0.0,30.915155000002414,48.340001100002155,84.74404110999805,12.735970000001373,18.05245199999561,49.89624430000683,18.077603499996542,25.247356749996896,32.91437570000612,3600316.683,3602502.823,16.045952000006025,21.08171924999382,30.4731912799966,2.5815850280000063,38.73589245188315,4.789,2.543,1.8832088084939047,77.7020107508926,104169472,3,1,100,100,100,0,0,0,0,0,0,0,2,953,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-skew_20_to_1-w4-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,2,skew_20_to_1,4,1,100,900,100,100,0,0,118,1.18,0,81,100,0,0.0,76.46492700000351,149.33279060000962,212.24115471999315,11.424242000003915,31.076455750000026,82.61365301999693,22.43919600000055,34.76485905000213,54.32844086000443,3600373.768,3602821.7172999997,26.306147500001487,36.645572800004075,94.14088737000327,2.9366933920000093,34.05190350222291,5.191000000000001,2.4705,2.1011940902651287,91.80410680067318,104648704,5,3,100,100,100,0,0,0,0,0,0,0,2,953,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-skew_20_to_1-w8-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,2,skew_20_to_1,8,1,100,900,100,100,0,0,276,2.76,0,154,100,0,0.0,110.3466724999933,733.6863246499997,1337.9225488799968,26.519586500008074,42.080841500002464,124.21496524999753,22.82778749999892,51.09395350000412,79.91764525000278,3600548.0999999996,3603674.2739500003,31.630257999999856,44.27420864999618,49.16605481000049,3.7286588970000025,26.819294218749217,5.343999999999999,2.8525,1.8734443470639788,92.6805038074256,104681472,9,5,100,100,100,0,0,0,0,0,0,0,2,953,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-many_small_tenants-w1-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,100,many_small_tenants,1,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,16.137081499998374,21.436684250004134,25.952984989988348,2.5333434999978977,3.437523500001304,7.3147825699884095,13.550696999999445,18.35414630000116,19.82105506999834,3602329.38,3603550.0420000004,10.15744250000239,14.983337250006201,15.997877289996453,2.958637584999991,33.79934078678322,83.39850000000001,35.4345,2.3535960716251116,65.18344449409848,104849408,2,0,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-many_small_tenants-w2-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,100,many_small_tenants,2,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,23.515782499991644,30.616364350006364,177.04864214000318,4.667755999996359,7.056365749988906,143.99645300000148,18.736030000006565,25.52535330000083,33.029768899994615,3601888.6395,3602776.4527499997,15.06798949999677,21.720438700001665,23.05747094999916,2.2035135840000066,45.38206649875579,74.37,37.9435,1.9600195026816187,86.62354254858077,105332736,3,0,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-many_small_tenants-w4-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,100,many_small_tenants,4,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,42.78053550000038,68.62338200000052,295.1991229200063,10.541055999993887,18.086933900003228,236.34577542999043,32.41922950000031,45.079553900008975,87.93525005001145,3601924.9,3602733.57175,27.133280999997567,40.47050359999602,57.52436745999475,2.0872306419999944,47.91037367302136,87.2355,43.694,1.9965098182816863,91.2544593143245,105648128,5,3,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
fair-q1000-many_small_tenants-w8-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,100,many_small_tenants,8,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,86.77896550000241,373.15694149999865,477.1014304499945,28.329048499998066,222.63346004999744,272.45958461000697,58.87367900000129,148.79161575000302,205.3061420899992,3602264.3685,3603060.516,52.407448499998566,106.38145364999687,117.82314600000349,2.369142099000001,42.209371925056466,97.887,47.607,2.0561472052429264,82.03812180875019,105697280,10,7,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0,0,0,0,False
