arm_id,source_commit,queue_size,tenant_count,distribution,worker_concurrency,claim_batch_size,sample_jobs,background_queue_jobs,claim_calls,successful_claim_calls,empty_claims,empty_while_eligible,contention_retries,contention_retry_per_success,max_retry_exits,waiting_fallbacks,tenant_turn_reserved,tenant_turn_without_job,reservation_miss_rate,claim_latency_p50_ms,claim_latency_p95_ms,claim_latency_p99_ms,reservation_latency_p50_ms,reservation_latency_p95_ms,reservation_latency_p99_ms,job_claim_latency_p50_ms,job_claim_latency_p95_ms,job_claim_latency_p99_ms,queue_wait_p50_ms,queue_wait_p95_ms,result_commit_latency_p50_ms,result_commit_latency_p95_ms,result_commit_latency_p99_ms,end_to_end_seconds,jobs_per_second,fair_explain_median_ms,legacy_fifo_explain_median_ms,fair_vs_legacy_latency_ratio,worker_process_cpu_percent,worker_process_rss_bytes_peak,postgres_connections_peak,postgres_lock_waiting_connections_peak,submitted_count,unique_job_count,terminal_count,lost_count,duplicate_durable_result_count,stale_success_accepted_count,stale_failure_accepted_count,illegal_state_transition_count,orphan_nonterminal_count,attempt_sequence_mismatch_count,fair_first_secondary_tenant_position,legacy_fifo_first_secondary_tenant_position,stale_evidence_scope,stale_evidence_source_commit
fair-q1000-single_tenant-w1-b1,91acdba9f5b5f1a84fb03640382c9e4871364afe,1000,1,single_tenant,1,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,29.55535799999609,36.3790971999947,38.669561510008045,15.239373,18.620509249979023,23.169050309992514,13.821772999989435,18.670535400001135,21.13050399999858,3602502.876,3604418.7887999997,12.415322999999034,16.996642600004463,20.49570479999348,4.442868596000011,22.507980562385228,7.1625,4.202500000000001,1.7043426531826291,60.27649420941806,95358976,2,0,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223
fair-q1000-single_tenant-w2-b1,91acdba9f5b5f1a84fb03640382c9e4871364afe,1000,1,single_tenant,2,1,100,900,100,100,0,0,167,1.67,0,99,100,0,0.0,70.4657479999895,80.21304305000712,107.1504488500054,10.835662000005186,23.103889700001897,31.852407200007455,4.259329000007028,21.5926493999973,23.185513599987637,3602406.5935,3604345.0536,17.698805999998513,24.735783099998798,26.612116590023682,4.432006317000003,22.563144735698252,7.6114999999999995,4.1775,1.8220227408737282,78.99583817312501,96415744,3,1,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223
fair-q1000-single_tenant-w4-b1,91acdba9f5b5f1a84fb03640382c9e4871364afe,1000,1,single_tenant,4,1,100,900,100,100,0,0,275,2.75,0,184,100,0,0.0,150.42150099999674,302.73119074999494,380.608007019989,19.814535999984173,30.86454590001325,47.04749273998319,12.3795750000113,29.444119600012186,44.04392952001044,3602685.1215,3604613.1061,22.59244450000608,32.21424674999014,37.001827789974584,4.67247072699999,21.401953236891885,7.805,4.4435,1.7564982558793742,88.57588511115802,97665024,5,2,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223
fair-q1000-single_tenant-w8-b1,91acdba9f5b5f1a84fb03640382c9e4871364afe,1000,1,single_tenant,8,1,100,900,100,100,0,0,427,4.27,0,234,100,0,0.0,71.80216049999899,1117.3412637999843,2342.3370602999967,21.836772999989762,56.78708579999351,162.36373427998913,18.533282000021245,41.400601700007655,69.42550789998624,3603428.0709999995,3605300.41005,34.09693199999708,50.99445345001782,75.89634458999276,5.31529581800001,18.813628333037364,7.862500000000001,4.4775,1.7560022333891683,93.39112538552584,97841152,10,6,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223
fair-q1000-balanced_multi_tenant-w1-b1,91acdba9f5b5f1a84fb03640382c9e4871364afe,1000,4,balanced_multi_tenant,1,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,13.259769000001143,25.059832899994202,31.32409673999294,2.7466149999924028,12.12167030000728,15.532505330013983,10.28356500000882,15.985664250004561,20.877264480011828,3601693.4170000004,3602918.0751500004,11.214886999994178,15.869501549994425,18.98130248000855,2.896049747999996,34.529793581432685,3.9880000000000004,4.2989999999999995,0.9276575947894862,69.7402623485597,97808384,2,0,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223
fair-q1000-balanced_multi_tenant-w2-b1,91acdba9f5b5f1a84fb03640382c9e4871364afe,1000,4,balanced_multi_tenant,2,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,24.01005300001202,33.596105300011914,82.41293744999274,7.276118999996584,16.782786350002254,52.06740964999316,15.835812500000657,19.792402350006448,30.320194869982828,3601275.494,3602232.49035,16.56910299999481,23.47355945001084,26.483180090011448,2.201129547000022,45.43121968277272,3.65,3.909,0.9337426451777948,90.62559083443074,98127872,3,0,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223
fair-q1000-balanced_multi_tenant-w4-b1,91acdba9f5b5f1a84fb03640382c9e4871364afe,1000,4,balanced_multi_tenant,4,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,49.07346849998362,123.73750690001229,162.47843103999944,17.464934499983542,32.07238775000287,85.33077942000122,30.708428000011168,75.9928051000145,112.0998477500149,3601415.038,3602316.6074,32.43733000000759,49.841705850008104,66.54098700000475,2.292551145999994,43.619528477904794,3.8419999999999996,4.161,0.9233357366017785,95.80483946158417,98828288,5,3,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223
fair-q1000-balanced_multi_tenant-w8-b1,91acdba9f5b5f1a84fb03640382c9e4871364afe,1000,4,balanced_multi_tenant,8,1,100,900,100,100,0,0,91,0.91,0,57,100,0,0.0,132.4895620000035,320.91253079999524,473.1469441800121,25.576241999999638,70.2339280000075,146.7805125999998,43.30217500000799,81.92400549999945,149.8100327999964,3601706.567,3602807.21045,50.67715799999917,59.540749899994694,95.99609310000093,2.7883522440000093,35.86347464355715,4.18,4.4245,0.9447395185896711,94.58968789453957,99000320,9,3,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223
fair-q1000-skew_20_to_1-w1-b1,91acdba9f5b5f1a84fb03640382c9e4871364afe,1000,2,skew_20_to_1,1,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,19.744035500011137,28.261110849990697,33.646658499990224,8.30183250000971,12.810083050007393,15.089012820003106,11.915979999997717,16.79914634998738,21.472502649994336,3600330.1955,3603179.4153500004,12.036693999988302,16.414531450004688,19.801204919985494,3.2806333139999992,30.48191932126433,2.4284999999999997,3.247,0.7479211579919925,68.62273507962077,99065856,2,0,100,100,100,0,0,0,0,0,0,0,2,953,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223
fair-q1000-skew_20_to_1-w2-b1,91acdba9f5b5f1a84fb03640382c9e4871364afe,1000,2,skew_20_to_1,2,1,100,900,100,100,0,0,3,0.03,0,3,100,0,0.0,27.966275000011365,43.945119499997524,105.02663977997773,11.416021999991699,16.451985799997708,54.570535840016554,17.14767000001416,25.69773699999585,45.64713154000408,3600346.2945,3602462.3690000004,17.3218329999969,24.025910199988232,26.532090500021475,2.515638165000013,39.75134476463927,2.6555,3.502,0.758280982295831,87.02505727806003,99700736,3,1,100,100,100,0,0,0,0,0,0,0,2,953,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223
