arm_id,source_commit,queue_size,tenant_count,distribution,worker_concurrency,claim_batch_size,sample_jobs,background_queue_jobs,claim_calls,successful_claim_calls,empty_claims,empty_while_eligible,contention_retries,contention_retry_per_success,max_retry_exits,waiting_fallbacks,tenant_turn_reserved,tenant_turn_without_job,reservation_miss_rate,claim_latency_p50_ms,claim_latency_p95_ms,claim_latency_p99_ms,reservation_latency_p50_ms,reservation_latency_p95_ms,reservation_latency_p99_ms,job_claim_latency_p50_ms,job_claim_latency_p95_ms,job_claim_latency_p99_ms,queue_wait_p50_ms,queue_wait_p95_ms,result_commit_latency_p50_ms,result_commit_latency_p95_ms,result_commit_latency_p99_ms,end_to_end_seconds,jobs_per_second,fair_explain_median_ms,legacy_fifo_explain_median_ms,fair_vs_legacy_latency_ratio,worker_process_cpu_percent,worker_process_rss_bytes_peak,postgres_connections_peak,postgres_lock_waiting_connections_peak,submitted_count,unique_job_count,terminal_count,lost_count,duplicate_durable_result_count,stale_success_accepted_count,stale_failure_accepted_count,illegal_state_transition_count,orphan_nonterminal_count,attempt_sequence_mismatch_count,fair_first_secondary_tenant_position,legacy_fifo_first_secondary_tenant_position,stale_evidence_scope,stale_evidence_source_commit,scheduler_coordination_wait_ms_count,scheduler_coordination_wait_ms_sum,scheduler_coordination_wait_ms_p50,scheduler_coordination_wait_ms_p95,scheduler_coordination_wait_ms_p99,tenant_permit_wait_ms_count,tenant_permit_wait_ms_sum,tenant_permit_wait_ms_p50,tenant_permit_wait_ms_p95,tenant_permit_wait_ms_p99,job_row_wait_ms_count,job_row_wait_ms_sum,job_row_wait_ms_p50,job_row_wait_ms_p95,job_row_wait_ms_p99,durable_sequence_wait_ms_count,durable_sequence_wait_ms_sum,durable_sequence_wait_ms_p50,durable_sequence_wait_ms_p95,durable_sequence_wait_ms_p99,transaction_commit_ms_count,transaction_commit_ms_sum,transaction_commit_ms_p50,transaction_commit_ms_p95,transaction_commit_ms_p99,claim_total_ms_count,claim_total_ms_sum,claim_total_ms_p50,claim_total_ms_p95,claim_total_ms_p99,generation_advance_count,job_skip_locked_miss_count,permit_consumed_count,permit_empty_count,permit_pending_count,round_created_count,performance_attribution_enabled
fair-q1000-single_tenant-w1-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,1,single_tenant,1,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,16.31559149998907,22.59319469999638,28.343122920012803,6.745114000011654,10.209194650005315,13.93795726997697,9.442962500003205,14.205443850036657,17.603214310032673,3601665.8355,3602898.8172500003,9.821622000004027,14.305410599996549,15.175212350036444,2.913123100000007,34.32741994322168,1.8315000000000001,2.064,0.8873546511627908,66.44454709105824,95387648,2,0,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,100,141.239747,1.1364225000000001,1.6546505999999999,4.44024692000009,100,138.941439,1.2730424999999999,1.7750344,3.8318642400000034,100,273.564878,2.550314,3.6774006499999996,4.669969670000006,100,402.52121,3.7139425,6.748313349999999,7.283533160000004,100,178.673853,1.6510340000000001,2.1994682,4.281472110000008,100,1823.773165,16.3117895,22.588786499999994,28.33889646000037,100,0,100,0,100,100,True
fair-q1000-single_tenant-w2-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,1,single_tenant,2,1,100,900,100,100,0,0,102,1.02,0,96,100,0,0.0,38.59506000000579,50.771827749980496,77.44180395995123,9.731577500019739,15.559498449988496,24.02387865000095,7.075056500013943,18.6027540500163,21.371235049961125,3601619.8795,3602906.6687999996,16.359239499990963,23.35146914998631,26.342075890021885,2.9221742459999973,34.2210941516867,1.817,2.9284999999999997,0.6204541574184737,85.66390219291536,96686080,3,0,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,202,545.203756,2.2771235,3.7481670499999993,5.336077130000002,100,255.720631,2.5682665,3.3869186999999994,4.901284960000006,100,413.0021,3.912779,5.44466635,6.587515980000001,100,558.342249,5.327243,7.1019931499999975,9.188124860000004,202,375.725051,2.138299,3.4297283999999997,6.204384320000005,100,4072.385537,38.5904715,50.767655749999996,77.4353637100002,100,0,100,0,100,100,True
fair-q1000-single_tenant-w4-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,1,single_tenant,4,1,100,900,100,100,0,0,251,2.51,0,161,100,0,0.0,109.60744299998737,237.98045969998327,293.6078913200419,11.954475999971237,19.976213499973028,40.89431150001133,13.819483000020227,24.94095500000526,35.61150549998615,3601903.655,3603406.5845500003,22.41567200005079,31.078149400025264,43.29332878998979,3.4571942279999917,28.925190025511128,1.8860000000000001,2.1525,0.8761904761904763,93.80083614440211,97783808,6,2,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,351,2177.8758,4.355633,13.698549,26.72597,100,390.587951,3.757924,6.75859135,7.765163980000026,100,498.026712,4.3221305,6.3141655,11.013062290000184,100,746.432312,7.063558499999999,11.293163249999997,12.68317161000001,351,1029.05965,2.747772,5.2909935,7.780773999999999,100,10644.593584,109.603255,237.9755667,293.6038262100001,100,0,100,0,100,100,True
fair-q1000-single_tenant-w8-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,1,single_tenant,8,1,100,900,100,100,0,0,462,4.62,0,249,100,0,0.0,62.3177844999816,1223.9440478500028,1589.1147459199708,19.154868000015313,31.667644549978025,88.53732530000627,14.702385000020968,33.628938450004846,39.38393646001543,3602764.923,3604361.0069,30.68898600000125,39.76685709999117,65.51944487997017,4.386737641000025,22.79598375461621,1.267,1.8075,0.7009681881051175,95.34166670716509,97947648,9,5,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,562,7439.533683,11.4668125,24.007786499999987,77.52738127999994,100,526.306102,5.1017405,7.315116749999999,10.461693840000148,100,493.823662,4.8702705,7.0053497999999985,8.064516020000003,100,1111.490972,10.645631999999999,17.15303639999999,30.66024764000002,562,2640.944364,4.580515500000001,8.504321549999998,9.87081548,100,25987.028407,62.313015,1223.93925285,1589.1101661800044,100,0,100,0,100,100,True
fair-q1000-balanced_multi_tenant-w1-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,4,balanced_multi_tenant,1,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,11.458495500022536,21.14704789998143,22.97880533999454,2.385215499998594,10.27448245002347,13.056591420002668,8.641323000006196,12.704162699989752,17.280069579977095,3601436.8115,3602463.6514,9.600720000008778,14.45130395002252,15.282202679976546,2.4555241539999884,40.724502683918814,3.334,3.5695,0.9340243731615072,68.9881301000637,98238464,2,0,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,100,135.16035,1.1293495,1.45358845,1.6693250900000958,100,137.710513,1.2730985,1.6825402999999999,3.4530812000000064,100,190.807456,1.8020565,2.3860565499999997,3.029653550000008,100,396.892074,3.6027769999999997,7.130485899999999,7.170054470000002,100,177.132477,1.6612784999999999,2.23939765,3.6551857500000042,100,1393.287674,11.454032,21.14277195,22.974666010000213,25,0,100,0,100,25,True
fair-q1000-balanced_multi_tenant-w2-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,4,balanced_multi_tenant,2,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,20.868815499994753,28.32301270001949,71.0256340699835,6.791814499990778,13.525792999973868,43.66239555001929,13.142647499989835,17.84343519999254,27.342739290037944,3601132.162,3601915.46955,14.120107999985976,20.446949750009935,23.111736060001252,1.8752927529999965,53.32500743685228,3.3795,3.5815,0.9435990506770906,90.43623697083635,98881536,3,1,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,100,383.973149,2.338649,7.571318549999997,22.282939660000103,100,241.296559,2.204198,3.5302620999999994,4.2876081000000035,100,247.563433,2.2300804999999997,3.38585405,5.280509210000028,100,566.769644,5.628299500000001,6.8048362,10.04675567,100,285.881947,2.677146,3.7308522999999996,6.191384530000005,100,2180.982084,20.864047,28.31924215,71.01993494000007,25,0,100,0,100,25,True
fair-q1000-balanced_multi_tenant-w4-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,4,balanced_multi_tenant,4,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,37.37084250002454,86.45968165000112,125.31490027998531,13.616644000023825,27.082257400007844,74.40014633999002,23.960516000016696,51.07533070000158,70.23846435999985,3601143.6514999997,3601862.55285,27.444809500025258,34.10581924995881,54.39695071999155,1.8355629139999792,54.47920048792244,3.39,3.6195,0.9365934521342727,95.29503737838212,99635200,5,1,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,100,949.983172,7.411266,19.95867494999999,65.62800619000002,100,510.814452,4.417703,7.514295249999997,24.130588820000128,100,337.163662,2.921738,5.973776849999999,13.445409910000008,100,1243.316376,10.694017500000001,16.1858092,57.394826560000006,100,578.884544,5.75173,8.95391685,10.091136600000002,100,4354.992457,37.3669255,86.45546054999998,125.31113148000003,25,0,100,0,100,25,True
fair-q1000-balanced_multi_tenant-w8-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,4,balanced_multi_tenant,8,1,100,900,100,100,0,0,96,0.96,0,60,100,0,0.0,112.72997450001299,232.1524184999816,439.56998343998515,22.66331799998511,68.0004094999731,125.73700005002888,35.58484400002726,65.99292649997324,132.99339664999934,3601412.466,3602356.5700499997,41.83732600000667,52.56482829998674,73.099154540044,2.34734886199999,42.60125182875371,3.416,3.5575,0.9602248770203794,94.17167523691286,99676160,9,3,100,100,100,0,0,0,0,0,0,0,,,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,196,3492.089621,12.511494500000001,45.565482,110.78481620000015,100,649.654538,6.3351310000000005,8.432108849999999,11.101633340000003,100,432.222351,3.9173745,6.61091025,14.843611800000003,100,1985.408078,17.091205000000002,28.852310199999998,95.53166232000004,196,1473.329225,7.5845765,12.33562425,14.929549249999999,100,13793.597146,112.725491,232.09460919999995,439.5656784400005,25,0,100,0,100,25,True
fair-q1000-skew_20_to_1-w1-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,2,skew_20_to_1,1,1,100,900,100,100,0,0,0,0.0,0,0,100,0,0.0,15.715576499985673,21.709816299991758,25.706084950007472,6.540309499996511,8.48975090001147,12.018549050005321,9.313330000026099,12.934368549977648,16.86451420001166,3600275.649,3602527.0587000004,9.791769499997827,13.567614799995908,16.311955550031605,2.596950310000011,38.50670519760525,2.002,2.1135,0.9472439082091316,68.06729224634233,99639296,2,0,100,100,100,0,0,0,0,0,0,0,2,953,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,100,147.043563,1.1318995,1.6346054999999988,6.418681010000084,100,136.708578,1.266617,1.62926455,3.250984460000005,100,234.283431,2.527247,3.8605184999999995,4.649092870000004,100,386.75226299999997,3.6291244999999996,4.651583199999999,7.378127820000006,100,180.03865,1.6365180000000001,2.34706045,4.55676627,100,1530.574273,15.712005,21.706211800000002,25.678319700000205,52,0,100,0,100,52,True
fair-q1000-skew_20_to_1-w2-b1,f0cfd8e341bca94586a75cecce74430330ffd12b,1000,2,skew_20_to_1,2,1,100,900,100,100,0,0,3,0.03,0,3,100,0,0.0,22.695025499984922,31.072743050003734,76.44201938005268,9.016888000019208,13.423268200023129,43.94260694003618,13.774535999971249,18.491982599982748,27.763187659970782,3600264.644,3601978.61525,14.728145000020731,19.161963899986745,20.95344962997843,2.0225033830000143,49.44367502202556,2.017,2.838,0.7107117688513037,88.3719955191782,99954688,3,1,100,100,100,0,0,0,0,0,0,0,2,953,referenced_fault_after_bundle_not_induced_per_arm,03d6987c75f2169c8207f2355f1f9d7528f9d223,103,454.656739,2.969688,8.358277899999997,23.48531144000005,100,231.152119,2.133867,4.207481649999999,4.7479999400000015,100,306.78393,2.8425585,4.25639935,7.085371420000008,100,599.607812,5.880321,8.262881799999997,9.992794050000004,103,283.197034,2.59562,4.006800299999999,6.091800800000001,100,2472.176609,22.6901005,31.068501499999996,76.43605891000001,52,0,100,0,100,52,True
